Category,Product Group,Item Code,Item Name,OEMCode,BBH Code,ISBN,HSNCode,Brand,Size,RSP,MRP,OSP,Vendor,CreateDate,LastModifiedDate,GST%,CESS
BOOKS,COMICS & GRAPHIC NOVELS,WP00098,ASTERIX AND THE GOTHS,"9780752866154,BBH00457",BBH00457,9780752866154,4901.0,IBD,VN0230,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00099,ASTERIX AND THE GOLDEN SICKLE,"9780752866130,BBH00458",BBH00458,9780752866130,4901.0,IBD,VN0229,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00100,ASTERIX THE GLADIATOR,"9780752866116,BBH00459",BBH00459,9780752866116,4901.0,IBD,VN0228,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00101,ASTERIX AND THE BANQUET,"9780752866093,BBH00460",BBH00460,9780752866093,4901.0,IBD,VN0227,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00102,ASTERIX AND CLEOPATRA,"9780752866079,BBH00461",BBH00461,9780752866079,4901.0,IBD,VN0226,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00103,ASTERIX THE GAUL,"9780752866055,BBH00462",BBH00462,9780752866055,4901.0,IBD,VN0225,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00104,ASTERIX AND OBELIX ALL AT SEA,"9780752847788,BBH00463",BBH00463,9780752847788,4901.0,IBD,VN0224,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00105,ASTERIX AND THE SECRET WEAPON,"9780752847771,BBH00464",BBH00464,9780752847771,4901.0,IBD,VN0223,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00106,ASTERIX AND THE MAGIC CARPET,"9780752847764,BBH00465",BBH00465,9780752847764,4901.0,IBD,VN0222,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00107,ASTERIX AND SON,"9780752847757,BBH00466",BBH00466,9780752847757,4901.0,IBD,VN0221,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00108,ASTERIX AND THE BLACK GOLD,"9780752847740,BBH00467",BBH00467,9780752847740,4901.0,IBD,VN0220,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00109,ASTERIX AND THE GREAT DIVIDE,"9780752847733,BBH00468",BBH00468,9780752847733,4901.0,IBD,VN0219,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,COMICS & GRAPHIC NOVELS,WP00110,ASTERIX AND THE ACTRESS,"9780752846583,BBH00469",BBH00469,9780752846583,4901.0,IBD,VN0218,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP14804,BEYOND 2020,"9780143426066,BBH00475",BBH00475,9780143426066,4901.0,IBD,VN0638,239.0,299.0,299.0,IBD,25.Apr.22,25.Apr.22,0,0
BOOKS,LITERATURE & FICTION,WP18135,SHANTARAM,"9780349138978,BBH00487",BBH00487,9780349138978,4901.0,IBD,UNDEFINED,539.0,599.0,599.0,IBD,16.May.22,16.May.22,0,0
BOOKS,LITERATURE & FICTION,WP00111,THE WORLDS BEST BOYFRIEND,"9780143424635,BBH00488",BBH00488,9780143424635,4901.0,IBD,VN1604,140.0,175.0,175.0,IBD,18.Jan.22,26.Sep.22,0,0
BOOKS,LITERATURE & FICTION,WP00112,MRS FUNNYBONES,"9780143424468,BBH00489",BBH00489,9780143424468,4901.0,IBD,VN0477,240.0,299.0,299.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00113,SOMETHING HAPPENED ON THE WAY TO HEAVEN:20 INSPIRINGREAL-LI,"9780143423928,BBH00490",BBH00490,9780143423928,4901.0,IBD,VN4677,239.0,299.0,299.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,REFERENCE BOOKS,WP18136,INDIA 2020,"9780143423683,BBH00492",BBH00492,9780143423683,4901.0,ABC,VN2441,359.0,399.0,399.0,ABC,16.May.22,16.May.22,0,0
BOOKS,NON-FICTION,WP20705,GANDHI BEFORE INDIA,"9780143423416,BBH00494",BBH00494,9780143423416,4901.0,IBD,UNDEFINED,479.0,599.0,599.0,IBD,19.Sep.22,19.Sep.22,0,0
BOOKS,REFERENCE BOOKS,WP19334,Tell Me a Story,"9780143423010,BBH00495",BBH00495,9780143423010,4901.0,WILCO INTERNATIONAL,VN1835,159.0,159.0,159.0,WILCO INTERNATIONAL,25.Jul.22,25.Jul.22,0,0
BOOKS,LITERATURE & FICTION,WP00114,HEROES OF OLYMPUS 5 COPY SLIPCASE (BOX SET),"9780141364131,BBH00498",BBH00498,9780141364131,4901.0,IBD,GX1252,1600.0,1999.0,1999.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00115,FAULT IN OUR STARS-MOVIE TIE ED,"9780141355078,BBH00501",BBH00501,9780141355078,4901.0,IBD,VN0457,319.0,399.0,399.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00116,HEROSES OF OLYMPUS:THE BLOOD OF OLYMPUS,"9780141339252,BBH00503",BBH00503,9780141339252,4901.0,IBD,VN5853,440.0,550.0,550.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00117,GOLDEN LION,"9780008160531,BBH00504",BBH00504,9780008160531,4901.0,HARPERCOLLINS,VN1194,320.0,399.0,399.0,HARPERCOLLINS,18.Jan.22,5.Sep.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP00118,THE REAL LIFE MBA,"9780062362803,BBH00505",BBH00505,9780062362803,4901.0,WILCO INTERNATIONAL,GX6235,199.0,599.0,599.0,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,FICTION,WP19016,SINGLES:SIDNEY SHELDON'S CHASING TOMORROW,"9780007541980,BBH00506",BBH00506,9780007541980,4901.0,HARPERCOLLINS,VN10098,399.0,499.0,499.0,HARPERCOLLINS,6.Jul.22,5.Sep.22,0,0
BOOKS,LITERATURE & FICTION,WP00119,WILBUR SMITH:DESERT GOD,"9780007592920,BBH00507",BBH00507,9780007592920,4901.0,HARPERCOLLINS,VN1195,320.0,399.0,399.0,HARPERCOLLINS,18.Jan.22,5.Sep.22,0,0
BOOKS,CHILDREN: EDUCATION & LEARNING,WP00120,MARATHI ALPHABET WRITING PRACTICE,"9788178180830,BBH00508",BBH00508,9788178180830,4901.0,IMAGE,UNDEFINED,72.0,90.0,90.0,IMAGE,18.Jan.22,18.Jan.22,0,0
BOOKS,COOKERY,WP00121,JUST GREAT RECIPES:FILLED PASTA,"9789812751423,BBH00512",BBH00512,9789812751423,4901.0,IMAGE,UNDEFINED,120.0,150.0,150.0,IMAGE,18.Jan.22,18.Jan.22,0,0
BOOKS,COOKERY,WP00122,JUST GREAT RECIPES:GNOCCHI & POLENTA,"9789812751409,BBH00513",BBH00513,9789812751409,4901.0,IMAGE,UNDEFINED,120.0,150.0,150.0,IMAGE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: ACTIVITY BOOKS,WP00123,H:HINDI ESSAY MIDDLE SCHOOL,"9788178180458,BBH00516",BBH00516,9788178180458,4901.0,IMAGE,VN7601,152.0,190.0,190.0,IMAGE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: EDUCATION & LEARNING,WP00124,MODERN ESSAYS FOR HIGH SCHOOL,"9788120795358,BBH00517",BBH00517,9788120795358,4901.0,IMAGE,VN7932,152.0,190.0,190.0,IMAGE,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP00125,MILLS & BOONS SERIES,BBH00519,BBH00519,BBH00519,4901.0,ITG,UNDEFINED,120.0,150.0,150.0,ITG,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP19509,ROBIN SHARMA:WHO WILL CRY WHEN YOU DIE? (HINDI),"9788184951141,BBH00520",BBH00520,9788184951141,4901.0,JAICO,VN3779,179.1,199.0,199.0,JAICO,29.Jul.22,4.Aug.22,0,0
BOOKS,LITERATURE & FICTION,WP00126,THE THEORY OF EVERYTHING,"9788179925911,BBH00521",BBH00521,9788179925911,4901.0,JAICO,VN0585,160.0,199.0,199.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00127,THE GREATNESS GUIDE,"8179925765,BBH00524",BBH00524,8179925765,4901.0,JAICO,UNDEFINED,225.0,250.0,250.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00128,LEADERSHIP WISDOM,"9788179922316,BBH00525",BBH00525,9788179922316,4901.0,JAICO,VN1138,240.0,299.0,299.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00129,THE LAWS OF SUCCESS (MARATHI),"9788184955200,BBH00527",BBH00527,9788184955200,4901.0,JAICO,UNDEFINED,158.0,175.0,175.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00130,H:THE SECRET LETTERS (HINDI),"9788184954197,BBH00528",BBH00528,9788184954197,4901.0,JAICO,VN3780,160.0,199.0,199.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00131,ROBIN SHARMA:MASTERY MANUAL,"9788184954081,BBH00529",BBH00529,9788184954081,4901.0,JAICO,VN0411,200.0,250.0,250.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00132,H:FAMILY WISDOM (HINDI),"9788184953916,BBH00530",BBH00530,9788184953916,4901.0,JAICO,VN3781,179.0,199.0,199.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00133,H:THE GREATNESS GUIDE 2 (HINDI),"9788184953152,BBH00531",BBH00531,9788184953152,4901.0,JAICO,VN3782,179.0,199.0,199.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00134,THE SECRET LETTERS,"9788184952926,BBH00532",BBH00532,9788184952926,4901.0,JAICO,VN1136,240.0,299.0,299.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00135,H:THE LEADER WHO HAD NO TITLE (HINDI),"9788184952124,BBH00533",BBH00533,9788184952124,4901.0,JAICO,VN3778,179.0,199.0,199.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP00136,CORPORATE CHANAKYA,"9788184951332,BBH00535",BBH00535,9788184951332,4901.0,JAICO,VN0103,260.0,325.0,325.0,JAICO,18.Jan.22,6.Sep.22,0,0
BOOKS,LITERATURE & FICTION,WP00137,THE GREATNESS GUIDE 2 (MARATHI),"9788184951233,BBH00536",BBH00536,9788184951233,4901.0,JAICO,UNDEFINED,158.0,175.0,175.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00138,H:THE GREATNESS GUIDE (HINDI),"9788184951134,BBH00537",BBH00537,9788184951134,4901.0,JAICO,VN3777,179.0,199.0,199.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP14805,WHO WILL CRY WHEN YOU DIE? (WITH CD),"9788184950625,BBH00539",BBH00539,9788184950625,4901.0,JAICO,UNDEFINED,269.0,299.0,299.0,JAICO,25.Apr.22,25.Apr.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP18114,The Greatness Guide 2,"9788179928141,BBH00541",BBH00541,9788179928141,4901.0,Jaico,VN1135,247.0,275.0,275.0,JAICO,16.May.22,16.May.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP14806,THE MONK WHO SOLD HIS FERRARI (WITH CD),"9788179927069,BBH00542",BBH00542,9788179927069,4901.0,JAICO,UNDEFINED,269.0,299.0,299.0,JAICO,25.Apr.22,25.Apr.22,0,0
BOOKS,LITERATURE & FICTION,WP00139,WHO WILL CRY WHEN YOU DIE? (MARATHI),"9788179926949,BBH00544",BBH00544,9788179926949,4901.0,JAICO,UNDEFINED,135.0,150.0,150.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00140,ROBIN SHARMA:GREATNESS GUIDE,"9788179925768,BBH00545",BBH00545,9788179925768,4901.0,JAICO,VN0655,240.0,299.0,299.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00141,ROBIN SHARMA:DISCOVER YOUR DESTINY,"9788179923276,BBH00546",BBH00546,9788179923276,4901.0,JAICO,VN0654,240.0,299.0,299.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00142,ROBIN SHARMA:MEGALIVING,"9788172246143,BBH00547",BBH00547,9788172246143,4901.0,JAICO,VN1137,200.0,250.0,250.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00143,THE MONK WHO SOLD HIS FERRARI (MARATHI) SANYASI JYANE APLI,"8179925277,BBH00548",BBH00548,8179925277,4901.0,JAICO,UNDEFINED,167.0,185.0,185.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00144,H:THE MONK WHO SOLD HIS FERRARI (HINDI) SANYASI JISNE APNI,"8179924947,BBH00549",BBH00549,8179924947,4901.0,JAICO,UNDEFINED,179.0,199.0,199.0,JAICO,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00145,M:THE ACCIDENTAL PRIME MINISTER - 2,"9788184985498,BBH00550",BBH00550,9788184985498,4901.0,MEHTA,VN2844,312.0,390.0,390.0,MEHTA,18.Jan.22,18.Jan.22,0,0
BOOKS,HISTORY,WP19459,SWAMI,"9788177666441,BBH00555",BBH00555,9788177666441,4901.0,MEHTA,VN10814,232.0,290.0,290.0,MEHTA,28.Jul.22,28.Jul.22,0,0
BOOKS,LITERATURE & FICTION,WP19455,KHEKADA,"9788177665505,BBH00557",BBH00557,9788177665505,4901.0,MEHTA,VN1702,117.0,130.0,130.0,SANSKAAR BOOK,28.Jul.22,12.Aug.22,0,0
BOOKS,LITERATURE & FICTION,WP00146,M:ZOMBI-19,"9788177663925,BBH00563",BBH00563,9788177663925,4901.0,MEHTA,VN1711,272.0,340.0,340.0,MEHTA,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00147,M:NOT WITHOUT MY DAUGHTER - 13,"9788171616732,BBH00567",BBH00567,9788171616732,4901.0,MEHTA,VN1704,225.0,250.0,250.0,MEHTA,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP18175,PRINCESS DIARIES COLLECTION (SINGLES),BBH00569,BBH00569,BBH00569,4901.0,Blueberry,UNDEFINED,207.0,230.0,230.0,BLUEBERRY,16.May.22,16.May.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00148,HARRY POTTER AND THE CHAMBER OF SECRETS,"9781408855669,BBH00572",BBH00572,9781408855669,4901.0,IBD,VN0203,400.0,499.0,499.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00149,GERONIMO STILTON:THE HUNT FOR THE CURIOUS CHEESE,"9789351037330,BBH00575",BBH00575,9789351037330,4901.0,IBD,VN4302,520.0,650.0,650.0,IBD,18.Jan.22,23.Jun.22,0,0
BOOKS,LITERATURE & FICTION,WP00150,M:BYCULLA TO BANGKOK,"9789351362258,BBH00579",BBH00579,9789351362258,4901.0,HARPERCOLLINS,UNDEFINED,319.0,399.0,399.0,HARPERCOLLINS,18.Jan.22,5.Sep.22,0,0
BOOKS,LITERATURE & FICTION,WP18443,ASURA:TALE OF THE VANQUISHED(MARATHI),BBH00583,BBH00583,BBH00583,4901.0,IBD,UNDEFINED,359.0,399.0,399.0,IBD,13.Jun.22,9.Jul.22,0,0
BOOKS,BUSINESS & MANAGEMENT,WP18419,COPYCAT MARKETING 101 (MARATHI),"9788182746909,BBH00593",BBH00593,9788182746909,4901.0,IBD,VN10197,112.0,125.0,125.0,IBD,10.Jun.22,8.Jul.22,0,0
BOOKS,LITERATURE & FICTION,WP00151,GO SET A WATCHMAN,"9781784752460,BBH00594",BBH00594,9781784752460,4901.0,IBD,UNDEFINED,320.0,399.0,399.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00152,GONE GIRL,"9781780221359,BBH00596",BBH00596,9781780221359,4901.0,IBD,VN0549,320.0,399.0,399.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP00153,ZZZ THE MODI EFFECT,"9781623659387,BBH00599",BBH00599,9781623659387,4901.0,WILCO INTERNATIONAL,GX2623,299.0,599.0,599.0,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00154,HARRY POTTER AND GOBLET OF FIRE,"9781408855683,BBH00606",BBH00606,9781408855683,4901.0,FUTURE,VN0205,560.0,699.0,699.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00155,HARRY POTER AND THE DEATHLY HALLOW,"9781408855713,BBH00607",BBH00607,9781408855713,4901.0,FUTURE,VN0208,560.0,699.0,699.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00156,HARRY POTTER AND THE PRISONER OF AZKABAN,"9781408855676,BBH00608",BBH00608,9781408855676,4901.0,FUTURE,VN0204,400.0,499.0,499.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00157,HARRY POTER AND THE PHILOSOPHERS STONE,"9781408855652,BBH00609",BBH00609,9781408855652,4901.0,FUTURE,VN0202,400.0,499.0,499.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00158,MOUNTAIN SHADOW,"9781408701614,BBH00610",BBH00610,9781408701614,4901.0,FUTURE,GX2589,720.0,899.0,899.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00159,NICHOLAS SPARKS:SEE ME,"9780751550016,BBH00612",BBH00612,9780751550016,4901.0,FUTURE,VN0521,359.0,399.0,399.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00160,FIFTY SHADES FREED,"9780099579946,BBH00614",BBH00614,9780099579946,4901.0,FUTURE,VN2141,449.0,499.0,499.0,FUTURE,18.Jan.22,18.Jan.22,0,0
BOOKS,PERSONAL DEVELOPMENT & SELF-HELP,WP00161,WHO MOVED MY CHESE,"9780091816971,BBH00615",BBH00615,9780091816971,4901.0,IBD,VN0390,160.0,199.0,199.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00162,RAINBOW ROWELL:FANGIRL,"BBH00617,9781447263227",,9781447263227,4901.0,PAN MACMILLAN,VN4728,479.0,599.0,599.0,PAN MACMILLAN,18.Jan.22,7.Sep.22,0,0
BOOKS,LITERATURE & FICTION,WP14807,AYN RAND: WE THE LIVING,"9780451233592,BBH00620",BBH00620,9780451233592,4901.0,PENGUIN,VN3698,315.0,350.0,350.0,PENGUIN,25.Apr.22,25.Apr.22,0,0
BOOKS,CHILDREN: REFERENCE/KNOWLEDGE,WP18275,A P J KALAM & SRIJAN PAL SINGH:REIGNITED,"9780143333548,BBH00623",BBH00623,9780143333548,4901.0,Future,VN1782,179.0,199.0,199.0,FUTURE,16.May.22,16.May.22,0,0
BOOKS,REFERENCE BOOKS,WP19333,"Will Grayson, Will Grayson","9780141346113,BBH00624",BBH00624,9780141346113,4901.0,WILCO INTERNATIONAL,VN1638,319.0,319.0,319.0,WILCO INTERNATIONAL,25.Jul.22,25.Jul.22,0,0
BOOKS,CHILDREN: STORYBOOKS & FICTION,WP00163,PERCY JACKSON (1) :THE LIGHTNING THIEF,"9780141329994,BBH00626",BBH00626,9780141329994,4901.0,BLUEBERRY,VN0452,319.0,399.0,399.0,BLUEBERRY,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00164,TOLKIEN: TWO TOWER,"9780547928203,BBH00630",BBH00630,9780547928203,4901.0,ROYAL,GX1184,360.0,450.0,450.0,ROYAL,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00165,MAKING INDIA AWESOME,"9788129137425,BBH00635",BBH00635,9788129137425,4901.0,RUPA,BH1139,141.0,195.0,195.0,RUPA,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00166,H:HALF GIRLFRIEND - CHETAN BHAGAT (HINDI),"9788129136763,BBH00636",BBH00636,9788129136763,4901.0,RUPA,UNDEFINED,266.0,295.0,295.0,RUPA,18.Jan.22,2.Sep.22,0,0
BOOKS,NON-FICTION,WP00167,WHAT YOUNG INDIA WANTS,"9788129135544,BBH00643",BBH00643,9788129135544,4901.0,RUPA,VN0647,236.0,295.0,295.0,RUPA,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP00168,REVOLUTION 2020,"9788129135537,BBH00645",BBH00645,9788129135537,4901.0,RUPA,VN0564,200.0,250.0,250.0,RUPA,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00169,2 STATES THE STORY OF MY MARRIAGE,"9788129135520,BBH00646",BBH00646,9788129135520,4901.0,RUPA,VN1781,236.0,295.0,295.0,RUPA,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00170,ONE NIGHT @ THE CALL CENTER,"9788129135506,BBH00647",BBH00647,9788129135506,4901.0,RUPA,VN0562,200.0,250.0,250.0,RUPA,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00171,FIVE POINT SOMEONE (PB),"9788129135490,BBH00648",BBH00648,9788129135490,4901.0,RUPA,VN0561,236.0,295.0,295.0,RUPA,18.Jan.22,15.Jun.22,0,0
BOOKS,RELIGION/SPIRITUALITY,WP00172,SRIMAD BHAGAVAD GITA,"9788189297633,BBH00651",BBH00651,9788189297633,4901.0,WILCO INTERNATIONAL,UNDEFINED,297.0,350.0,350.0,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,CHILDREN: REFERENCE/KNOWLEDGE,WP00173,HELLO KITTY:GUIDE TO PARTIES,"9780007365104,BBH00656",BBH00656,9780007365104,4901.0,WILCO INTERNATIONAL,UNDEFINED,219.0,399.0,399.0,WILCO INTERNATIONAL,18.Jan.22,18.Jan.22,0,0
BOOKS,RELIGION/SPIRITUALITY,WP00174,BHAGAVAD GITA BOOK ( SIGNATURE EDITION ),BBH00658,BBH00658,BBH00658,4901.0,SRINIVAS FINE ART,UNDEFINED,38750.0,38750.0,38750.0,SRINIVAS FINE ART,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00175,THE BESTSELLER SHE WROTE,"9789385152382,BBH00666",BBH00666,9789385152382,4901.0,WESTLAND,VN0614,236.0,295.0,295.0,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00176,THE HOUSE THAT BJ BUILT,"9789385152184,BBH00667",BBH00667,9789385152184,4901.0,WESTLAND,VN2174,280.0,350.0,350.0,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00177,H:AMISH:SCION OF IKSHVAKU (HINDI),"9789385152153,BBH00668",BBH00668,9789385152153,4901.0,WESTLAND,VN1695,315.0,350.0,350.0,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00178,RAM:SCION OF IKSHVAKU - AMISH,"9789385152146,BBH00669,9789356290792",,9789385152146,4901.0,HARPERCOLLINS,VN0613,320.0,399.0,399.0,HARPERCOLLINS,18.Jan.22,5.Sep.22,0,0
BOOKS,LITERATURE & FICTION,WP00179,MY CLINGY GIRLFRIEND,"9789384030896,BBH00670",BBH00670,9789384030896,4901.0,WESTLAND,UNDEFINED,266.0,295.0,295.0,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00180,IT HAPPENS FOR A REASON,"9789384030742,BBH00672",BBH00672,9789384030742,4901.0,WESTLAND,VN3675,269.0,299.0,299.0,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00181,MAHABHARATA QUEST:THE ALEXANDER SECRET,"9789384030599,BBH00676",BBH00676,9789384030599,4901.0,WESTLAND,VN0668,320.0,399.0,399.0,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,NON-FICTION,WP20706,7 SECRETS OF THE GODDESS,"9789384030582,BBH00677",BBH00677,9789384030582,4901.0,Westland,VN3292,316.0,395.0,395.0,WESTLAND,19.Sep.22,19.Sep.22,0,0
BOOKS,NON-FICTION,WP00182,13 STEPS TO BLOODY GOOD LUCK,"9789384030575,BBH00678",BBH00678,9789384030575,4901.0,WESTLAND,VN0667,135.0,150.0,150.0,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00183,THE KRISHNA KEY (MARATHI),"9789384030070,BBH00695",BBH00695,9789384030070,4901.0,WESTLAND,VN4410,200.0,250.0,250.0,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00184,TAKE ME HOME : INSPIRING STORIES OF 20,"9789383260805,BBH00700",BBH00700,9789383260805,4901.0,IBD,VN0612,220.0,275.0,275.0,IBD,18.Jan.22,18.Jan.22,0,0
BOOKS,INSPIRTATIONAL/SELF-HELP,WP00185,YOU CAN WIN,"9789382951711,BBH00710",BBH00710,9789382951711,4901.0,BLOOMSBURY,VN0110,360.0,450.0,450.0,BLOOMSBURY,18.Jan.22,26.Aug.22,0,0
BOOKS,LITERATURE & FICTION,WP00186,SHIVA TRILOGY 3:THE OATH OF THE VAYUPUTRAS,"9789383260140,BBH00716,9789356290686",,9789383260140,4901.0,HARPERCOLLINS,VN2915,399.0,499.0,499.0,HARPERCOLLINS,18.Jan.22,23.Aug.22,0,0
BOOKS,LITERATURE & FICTION,WP00187,THE ROZABAL LINE,"9789381626825,BBH00724",BBH00724,9789381626825,4901.0,WESTLAND,VN0607,320.0,399.0,399.0,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00188,CHANAKYAS CHANT,"9789381626818,BBH00725",BBH00725,9789381626818,4901.0,WESTLAND,VN0606,320.0,399.0,399.0,WESTLAND,18.Jan.22,18.Jan.22,0,0
BOOKS,LITERATURE & FICTION,WP00189,THE KRISHNA KEY,"9789381626689,BBH00728",BBH00728,9789381626689,4901.0,WESTLAND,VN0605,320.0,399.0,399.0,WESTLAND,18.Jan.22,18.Jan.22,0,0
